Frame Rate:,29.9700299700
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
297,00:00:09.910,7.292627314814815,8.423472222222221,6.815989583333334,6.638420138888889
298,00:00:09.943,7.538813657407407,9.455954861111111,6.468854166666667,6.6916319444444445
299,00:00:09.977,6.371458333333333,7.325017361111111,5.862482638888889,5.926875
300,00:00:10.010,5.513865740740741,6.541006944444445,4.82625,5.174340277777778
301,00:00:10.043,7.381585648148149,8.815607638888888,6.517048611111111,6.812100694444444
302,00:00:10.077,6.611151620370371,7.701527777777778,5.992708333333334,6.13921875
303,00:00:10.110,6.835931712962963,7.9034375,6.200972222222222,6.403385416666667
304,00:00:10.143,6.758900462962963,8.18875,5.85328125,6.234670138888889
305,00:00:10.177,6.230532407407407,7.099739583333333,5.691649305555556,5.9002083333333335
306,00:00:10.210,6.407557870370371,7.338038194444445,5.7960416666666665,6.08859375
307,00:00:10.244,6.489745370370371,7.765902777777778,5.648819444444444,6.054513888888889
308,00:00:10.277,6.294959490740741,6.8728645833333335,5.868993055555555,6.143020833333333
309,00:00:10.310,6.351371527777778,7.034496527777778,5.896163194444444,6.123454861111111
310,00:00:10.344,7.0334259259259255,8.35704861111111,6.1315277777777775,6.611701388888889
311,00:00:10.377,7.340549768518518,8.303802083333334,6.809600694444445,6.908246527777778
312,00:00:10.410,7.033478009259259,7.9948090277777775,6.477552083333333,6.6280729166666665
313,00:00:10.444,7.860028935185187,9.397725694444444,7.113836805555556,7.068524305555556
314,00:00:10.477,7.08900462962963,7.773454861111111,6.710295138888889,6.7832638888888885
315,00:00:10.511,7.4999768518518515,8.30109375,7.114739583333333,7.084097222222222
316,00:00:10.544,7.6379166666666665,8.794322916666667,7.007760416666667,7.111666666666666
317,00:00:10.577,7.28129050925926,7.931041666666666,6.901892361111111,7.0109375
318,00:00:10.611,7.673263888888889,8.606458333333334,7.145572916666667,7.2677604166666665
319,00:00:10.644,7.181956018518519,7.947482638888889,6.7865625,6.811822916666666
320,00:00:10.677,9.501539351851852,12.84185763888889,7.300590277777777,8.362170138888889
321,00:00:10.711,8.129809027777778,9.010503472222222,7.90734375,7.4715798611111115
322,00:00:10.744,8.040098379629631,8.743663194444444,7.975416666666667,7.401215277777778
323,00:00:10.777,7.78,8.252864583333333,7.804600694444445,7.2825347222222225
324,00:00:10.811,8.181591435185185,9.240538194444444,7.874965277777778,7.429270833333334
